Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncomeTrans
50.0,No,Travel_Rarely,152,Sales,10,3,Technical Degree,3,Male,85,3,2,Sales Executive,4,Single,17639.0,19899,1,Yes,13,3.0,2,0,6,3.0,3,4.0,3,1,3,9.777867638611477
36.0,Yes,Travel_Rarely,813,Research & Development,14,3,Medical,3,Female,58,3,1,Laboratory Technician,4,Married,6962.0,22149,5,Yes,13,4.0,3,1,8,2.0,1,1.0,4,0,4,8.848222068371385
27.0,No,Travel_Rarely,853,Research & Development,1,1,Life Sciences,3,Male,96,3,2,Manufacturing Director,1,Married,6516.717073170732,11275,1,No,12,4.0,3,1,4,4.0,3,9.0,3,0,3,8.782126011728899
38.0,No,Travel_Rarely,1115,Research & Development,3,4,Medical,1,Female,54,2,1,Research Scientist,4,Single,4689.757785467128,15174,0,No,13,3.0,4,0,5,4.0,3,1.0,2,1,1,8.453136215216944
26.0,No,Travel_Rarely,635,Sales,1,1,Life Sciences,2,Male,99,3,2,Sales Executive,3,Married,3578.0,24532,1,No,25,3.0,3,0,20,2.0,3,7.0,16,11,6,8.182559264068665
27.0,Yes,Travel_Rarely,138,Research & Development,22,3,Life Sciences,1,Female,48,3,1,Research Scientist,3,Married,2318.0,11539,4,Yes,11,3.0,2,0,7,2.0,3,1.0,2,0,1,7.748460023899697
49.0,No,Travel_Rarely,566,Research & Development,18,4,Life Sciences,3,Female,81,4,1,Laboratory Technician,4,Married,9474.52564102564,7122,4,No,18,3.0,4,2,4,3.0,3,15.0,0,0,0,9.156361964425669
41.0,No,Travel_Rarely,1371,Sales,10,4,Marketing,4,Male,77,3,2,Sales Executive,3,Divorced,3072.0,5915,1,Yes,12,3.0,4,1,5,2.0,4,1.0,2,0,3,8.030084094267563
41.0,No,Travel_Rarely,1199,Research & Development,4,2,Life Sciences,3,Female,92,4,5,Manager,1,Divorced,4393.0,17477,1,No,14,4.0,4,2,26,3.0,2,5.0,9,14,13,8.38776764397578
25.0,No,Travel_Rarely,866,Sales,5,3,Medical,4,Male,84,3,2,Sales Executive,1,Single,4689.757785467128,23490,0,No,18,3.0,4,0,6,2.0,3,3.0,4,1,3,8.453136215216944
32.368,No,Travel_Rarely,735,Research & Development,6,1,Life Sciences,3,Male,66,3,1,Research Scientist,3,Married,3408.0,6020,0,Yes,14,3.0,4,0,4,2.0,3,4.0,2,2,2,8.133880887949207
29.0,No,Travel_Rarely,571,Sales,14,3,Medical,3,Female,78,3,2,Sales Executive,3,Married,16124.0,24200,3,Yes,17,3.0,3,1,11,2.0,2,7.0,4,1,2,9.688064124237057
29.0,No,Travel_Rarely,336,Sales,26,3,Marketing,1,Female,52,2,2,Sales Executive,1,Married,3760.0,24162,1,No,15,3.0,1,1,10,5.0,3,3.0,7,4,5,8.23217423638394
32.368,No,Non-Travel,442,Sales,2,2,Life Sciences,2,Male,44,3,2,Sales Executive,4,Single,3055.0,20260,1,No,18,3.0,1,0,10,2.0,2,9.0,7,0,9,8.024534871605695
37.0,No,Travel_Rarely,792,Research & Development,1,3,Life Sciences,4,Male,77,3,2,Laboratory Technician,4,Married,9602.0,8989,1,Yes,15,3.0,4,1,9,3.0,3,3.0,8,5,8,9.169726689090886
32.0,No,Travel_Frequently,429,Research & Development,2,4,Life Sciences,3,Male,53,3,2,Manufacturing Director,2,Single,6524.0,2323,9,Yes,11,3.0,4,0,18,3.0,3,10.0,14,5,12,8.783242963740905
44.0,No,Travel_Rarely,575,Research & Development,1,2,Life Sciences,1,Female,71,1,1,Laboratory Technician,4,Divorced,5454.0,5288,3,No,14,4.0,1,1,5,2.0,3,5.0,2,2,0,8.604104563405533
41.0,No,Travel_Rarely,553,Research & Development,5,4,Life Sciences,4,Male,74,3,3,Manager,2,Married,4689.757785467128,23364,6,No,11,3.0,2,2,12,2.0,3,2.0,6,8,8,8.453136215216944
31.0,No,Travel_Frequently,897,Human Resources,10,3,Medical,1,Female,59,3,1,Human Resources,4,Married,2789.0,2097,0,No,14,3.0,4,1,3,2.0,3,2.0,2,2,1,7.933438387627489
40.0,No,Travel_Rarely,526,Sales,1,2,Marketing,2,Male,92,3,3,Sales Executive,1,Divorced,9094.0,2137,1,No,25,3.0,3,3,24,2.0,3,5.0,13,15,7,9.115370134384955
50.0,No,Travel_Frequently,118,Sales,14,2,Life Sciences,4,Male,84,3,2,Sales Executive,1,Married,18200.0,11262,1,No,15,3.0,3,1,5,2.0,3,32.0,4,1,2,9.809176873064887
46.0,No,Travel_Rarely,613,Research & Development,6,1,Medical,4,Male,42,2,3,Healthcare Representative,1,Married,6516.717073170732,21457,4,No,15,3.0,1,1,9,3.0,3,6.0,7,1,7,8.782126011728899
35.906122448979595,No,Travel_Rarely,852,Sales,10,3,Marketing,3,Male,72,2,2,Sales Executive,3,Married,4898.0,2706,1,No,18,3.0,1,1,10,3.0,3,4.0,3,1,4,8.496582237512113
33.0,No,Travel_Rarely,1142,Research & Development,8,3,Life Sciences,4,Female,81,3,1,Laboratory Technician,3,Single,2909.0,13624,4,No,13,3.0,4,0,8,3.0,3,8.0,0,0,0,7.975564658495202
41.0,No,Travel_Frequently,488,Sales,2,3,Technical Degree,3,Female,75,1,4,Manager,2,Married,4103.0,14977,3,Yes,12,3.0,2,1,28,2.0,2,9.0,7,7,7,8.319473692442186
32.368,No,Travel_Rarely,1369,Research & Development,23,3,Life Sciences,4,Female,68,3,4,Manufacturing Director,2,Married,2670.0,18235,4,Yes,12,4.0,1,1,33,3.0,3,1.0,16,15,9,7.8898337513942955
42.0,No,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,4,Male,30,3,4,Manager,4,Married,19232.0,10310,2,No,13,3.0,4,0,31,3.0,1,22.0,2,1,4,9.864330837334935
28.0,No,Travel_Rarely,1247,Sales,20,2,Marketing,4,Male,45,3,2,Sales Executive,4,Divorced,8463.0,10732,2,No,14,3.0,4,1,10,4.0,3,5.0,2,0,2,9.043458999670106
42.0,Yes,Travel_Rarely,129,Research & Development,4,3,Technical Degree,1,Male,84,3,1,Laboratory Technician,1,Single,15992.0,13008,1,No,19,3.0,2,0,1,2.0,3,1.0,0,0,0,9.679843876180236
59.0,No,Travel_Frequently,157,Research & Development,1,3,Medical,3,Female,95,3,1,Laboratory Technician,1,Single,5473.0,20006,0,No,13,3.0,4,0,8,2.0,2,4.0,7,7,6,8.607582191143917
37.0,No,Travel_Rarely,819,Research & Development,2,3,Life Sciences,3,Female,44,2,3,Manufacturing Director,2,Divorced,6447.0,19588,2,No,18,3.0,2,1,15,2.0,4,6.0,7,6,4,8.77137018531062
29.0,No,Travel_Rarely,1199,Research & Development,18,4,Life Sciences,3,Male,80,3,2,Healthcare Representative,3,Married,4262.0,24594,1,Yes,14,3.0,4,2,10,2.0,4,3.0,2,0,2,8.357493812658563
54.0,No,Travel_Rarely,827,Research & Development,1,4,Other,3,Female,84,4,2,Healthcare Representative,2,Married,5485.0,20161,1,Yes,13,3.0,1,1,6,4.0,3,5.0,5,1,2,8.609772372709331
42.0,No,Travel_Rarely,889,Research & Development,9,3,Medical,2,Male,53,3,1,Research Scientist,4,Married,4689.757785467128,11411,1,Yes,12,4.0,3,3,4,2.0,2,1.0,2,1,2,8.453136215216944
59.0,No,Travel_Rarely,1153,Research & Development,1,2,Medical,1,Male,94,3,2,Manufacturing Director,2,Married,10512.0,17736,1,No,15,3.0,3,0,5,6.0,3,9.0,2,1,3,9.260272740724393
35.0,No,Travel_Rarely,249,Sales,2,2,Marketing,3,Female,35,3,2,Sales Executive,4,Married,2572.0,17783,0,Yes,22,3.0,1,1,8,1.0,3,3.0,6,7,7,7.85243908535751
40.0,No,Travel_Frequently,689,Sales,9,2,Medical,4,Female,35,1,2,Sales Executive,4,Divorced,4422.0,22812,0,No,17,3.0,4,3,9,3.0,4,1.0,7,0,7,8.394347361417392
38.0,No,Travel_Rarely,1034,Research & Development,18,1,Medical,1,Male,86,3,3,Healthcare Representative,3,Married,9924.0,8984,5,No,11,3.0,4,0,28,3.0,2,9.0,2,1,2,9.202711344811691
25.0,No,Travel_Rarely,1229,Research & Development,4,4,Life Sciences,4,Female,30,3,2,Healthcare Representative,3,Married,2187.0,16143,0,Yes,16,3.0,2,0,4,3.0,3,2.0,2,1,2,7.690286020676768
31.0,No,Travel_Rarely,1176,Research & Development,20,3,Other,3,Male,85,3,2,Manufacturing Director,1,Married,9474.52564102564,9096,0,No,15,4.0,3,1,7,2.0,2,13.0,2,0,2,9.156361964425669
29.0,No,Travel_Frequently,1318,Sales,26,4,Marketing,1,Male,66,3,4,Manager,3,Married,4554.0,5594,2,No,14,3.0,3,1,29,3.0,2,10.0,6,4,17,8.423761246623686
34.0,No,Travel_Rarely,1234,Research & Development,20,5,Medical,2,Female,41,3,4,Healthcare Representative,3,Married,6712.0,20689,2,Yes,15,4.0,3,1,32,2.0,3,8.0,8,12,13,8.811652248147043
34.0,No,Non-Travel,179,Human Resources,2,5,Medical,4,Female,79,4,2,Human Resources,1,Married,2029.0,12858,7,No,16,4.0,1,1,10,2.0,4,5.0,3,0,3,7.615298339825815
22.0,No,Non-Travel,499,Sales,2,1,Marketing,3,Female,36,3,2,Sales Executive,2,Married,2814.0,20497,0,Yes,13,3.0,1,3,4,2.0,2,4.0,2,1,2,7.942362237674335
43.034749034749034,Yes,Travel_Frequently,1306,Sales,5,3,Marketing,2,Male,69,3,1,Sales Representative,2,Single,13675.0,8059,1,Yes,14,3.0,4,0,0,3.0,3,2.0,0,0,0,9.523324627290181
24.0,No,Travel_Rarely,852,Research & Development,1,1,Life Sciences,4,Female,55,2,2,Laboratory Technician,4,Married,3202.0,15998,1,Yes,12,3.0,3,2,10,4.0,2,5.0,8,3,0,8.07153089355666
32.368,No,Travel_Rarely,989,Research & Development,4,1,Medical,4,Female,46,3,5,Manager,3,Married,2593.0,6499,1,No,14,3.0,2,1,21,4.0,3,9.0,8,9,9,7.860570785538664
43.034749034749034,No,Travel_Rarely,326,Sales,3,3,Life Sciences,3,Male,48,2,2,Sales Executive,4,Single,8237.0,16490,5,No,17,3.0,4,0,13,3.0,3,7.0,1,0,5,9.016391478941248
31.0,No,Travel_Rarely,616,Research & Development,12,3,Medical,4,Female,41,3,2,Healthcare Representative,4,Married,5468.0,17369,0,Yes,11,3.0,3,2,10,3.0,1,12.0,7,8,5,8.60666819784384
31.0,No,Travel_Frequently,635,Research & Development,18,1,Medical,2,Male,73,3,1,Laboratory Technician,4,Single,2610.0,7703,1,No,13,3.0,1,0,8,5.0,3,2.0,1,1,7,7.867105500316739
39.0,Yes,Travel_Rarely,504,Research & Development,10,3,Medical,1,Female,96,2,1,Research Scientist,2,Single,5902.0,6148,1,Yes,25,3.0,2,0,1,2.0,4,15.0,1,0,0,8.683046555502886
35.906122448979595,Yes,Travel_Rarely,330,Research & Development,22,4,Medical,4,Female,98,3,2,Manufacturing Director,3,Married,4907.0,21057,1,Yes,15,4.0,4,2,10,3.0,2,5.0,2,6,7,8.498418036089904
38.0,No,Travel_Rarely,1126,Research & Development,1,2,Medical,4,Female,66,3,4,Research Director,4,Divorced,12061.0,6615,9,No,22,3.0,3,1,32,2.0,2,10.0,4,1,3,9.397732385583243
43.0,No,Travel_Frequently,147,Human Resources,2,3,Human Resources,2,Male,99,3,1,Human Resources,3,Married,6516.717073170732,8429,1,No,13,4.0,4,1,5,2.0,3,7.0,4,1,4,8.782126011728899
47.0,No,Travel_Rarely,384,Sales,8,4,Life Sciences,1,Female,72,3,1,Sales Representative,4,Married,15972.0,20317,1,No,16,3.0,2,1,3,2.0,2,3.0,2,0,2,9.678592468183112
49.0,No,Travel_Rarely,364,Research & Development,3,5,Technical Degree,4,Male,32,3,2,Research Scientist,3,Single,6651.0,2302,3,Yes,20,3.0,2,0,19,0.0,3,3.0,2,2,2,8.802522498284421
33.0,No,Travel_Frequently,437,Sales,16,3,Life Sciences,2,Male,90,3,2,Sales Executive,2,Single,7725.0,16379,2,No,12,4.0,2,0,8,2.0,4,13.0,2,1,2,8.952217101765946
23.0,No,Travel_Rarely,1242,Sales,20,3,Life Sciences,4,Male,90,3,2,Sales Executive,3,Single,2819.0,12916,1,No,14,3.0,4,0,7,3.0,3,3.0,7,0,7,7.9441374911141125
33.0,No,Travel_Rarely,1476,Research & Development,1,3,Life Sciences,3,Female,55,1,2,Laboratory Technician,4,Married,2851.0,16392,0,No,11,3.0,1,3,10,2.0,3,1.0,8,7,5,7.955425088912672
32.368,No,Travel_Frequently,991,Sales,5,3,Medical,1,Male,43,2,2,Sales Executive,2,Divorced,2996.0,3356,1,Yes,13,3.0,2,1,10,2.0,2,4.0,0,0,9,8.005033344637111
24.0,No,Non-Travel,966,Research & Development,1,4,Life Sciences,4,Male,53,3,3,Manufacturing Director,3,Divorced,3162.0,9659,7,No,17,3.0,1,1,33,2.0,1,5.0,4,1,4,8.058960017769417
29.0,No,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,Male,51,3,2,Sales Executive,3,Married,2119.0,20943,1,No,19,3.0,3,1,6,4.0,3,7.0,2,0,2,7.6586995582682995
50.0,No,Travel_Rarely,1496,Research & Development,1,1,Technical Degree,4,Male,41,3,2,Manufacturing Director,3,Married,3690.0,26283,1,No,13,3.0,1,1,10,2.0,3,3.0,7,0,9,8.213381737034572
29.0,No,Travel_Rarely,117,Sales,13,4,Life Sciences,2,Male,73,3,2,Sales Executive,4,Divorced,2062.0,9250,2,No,11,3.0,3,1,8,2.0,2,3.0,2,0,3,7.631431664576906
42.0,Yes,Travel_Rarely,920,Research & Development,24,3,Life Sciences,4,Male,43,3,1,Laboratory Technician,3,Divorced,5538.0,19920,3,Yes,22,3.0,4,1,19,2.0,1,0.0,0,0,0,8.619388703730907
35.906122448979595,No,Travel_Rarely,471,Research & Development,4,3,Medical,1,Male,62,4,1,Laboratory Technician,3,Divorced,4689.757785467128,16031,8,No,12,4.0,2,1,4,4.0,2,3.0,2,2,2,8.453136215216944
44.0,No,Travel_Rarely,1089,Sales,1,2,Technical Degree,2,Female,66,3,3,Manager,4,Married,13320.0,11038,3,Yes,14,3.0,3,1,14,2.0,1,12.0,4,0,4,9.49702194409438
31.0,No,Travel_Rarely,350,Sales,2,3,Medical,2,Female,52,3,4,Manager,2,Divorced,3929.0,22577,4,No,22,4.0,4,1,37,2.0,2,4.0,9,14,14,8.27614021955846
30.0,No,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,Female,47,3,2,Manufacturing Director,4,Married,6877.0,4658,0,No,18,4.0,2,1,4,4.0,3,5.0,2,2,2,8.835937789319836
32.0,No,Travel_Frequently,394,Sales,26,2,Life Sciences,3,Male,92,3,4,Manager,4,Married,3433.0,19494,1,Yes,12,3.0,4,2,25,3.0,4,5.0,12,4,12,8.141189793457691
50.0,No,Travel_Rarely,848,Research & Development,23,4,Life Sciences,1,Female,88,3,1,Research Scientist,3,Divorced,19926.0,26076,1,No,12,3.0,4,2,2,5.0,3,5.0,2,2,2,9.899780690604802
36.0,Yes,Non-Travel,1219,Research & Development,4,1,Technical Degree,4,Female,32,3,1,Laboratory Technician,4,Married,5674.0,4605,1,Yes,15,3.0,2,1,7,3.0,4,9.0,7,5,6,8.643649615368796
46.0,No,Travel_Rarely,496,Research & Development,11,2,Medical,1,Male,60,3,2,Healthcare Representative,1,Married,19328.0,22722,1,Yes,13,3.0,3,1,5,3.0,3,2.0,3,3,3,9.869310100734541
37.2520325203252,No,Travel_Rarely,119,Sales,15,4,Marketing,2,Male,77,3,4,Sales Executive,1,Single,6392.0,25098,0,No,12,3.0,1,0,21,6.0,3,2.0,8,11,10,8.76280248744611
19.0,No,Travel_Rarely,441,Research & Development,8,1,Other,3,Male,39,1,2,Healthcare Representative,1,Married,2552.0,7288,3,No,13,3.0,3,1,9,4.0,3,1.0,7,0,7,7.844632644464681
37.2520325203252,No,Travel_Rarely,1182,Sales,11,2,Marketing,4,Male,54,3,2,Sales Executive,4,Divorced,6020.0,18500,1,No,11,4.0,4,1,5,2.0,3,5.0,2,0,2,8.702842538302868
33.0,Yes,Travel_Frequently,441,Research & Development,14,4,Life Sciences,2,Male,72,3,1,Research Scientist,2,Married,4682.0,4510,9,Yes,18,3.0,1,3,7,6.0,3,7.0,4,4,3,8.451480648050856
38.0,No,Non-Travel,192,Research & Development,2,4,Life Sciences,3,Female,32,3,1,Research Scientist,4,Divorced,5329.0,7747,0,Yes,18,3.0,2,1,3,2.0,1,13.0,2,2,2,8.580918882296782
30.0,No,Travel_Rarely,1395,Research & Development,9,4,Medical,2,Female,48,3,2,Research Scientist,3,Single,9667.0,18698,1,No,19,3.0,2,0,10,3.0,3,7.0,7,0,8,9.176473302464606
35.906122448979595,No,Travel_Frequently,1172,Sales,3,3,Medical,2,Male,78,3,1,Sales Representative,2,Married,4968.0,3692,1,No,19,3.0,4,1,1,3.0,3,5.0,0,0,0,8.510772623613315
30.0,No,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1,Male,72,4,1,Research Scientist,4,Married,2720.0,19982,1,No,13,3.0,4,1,10,3.0,3,5.0,5,7,7,7.908387159290043
35.906122448979595,No,Travel_Rarely,172,Research & Development,4,4,Life Sciences,1,Male,37,2,2,Laboratory Technician,4,Single,5010.0,22604,1,No,16,3.0,3,0,10,0.0,2,11.0,4,1,8,8.51919119407891
44.0,Yes,Travel_Rarely,693,Sales,3,2,Life Sciences,1,Male,65,3,2,Sales Executive,3,Single,2818.0,24785,9,No,14,4.0,1,0,4,2.0,3,3.0,2,2,0,7.943782692458625
28.0,No,Travel_Rarely,1387,Research & Development,10,5,Medical,2,Male,76,3,2,Manufacturing Director,1,Married,2070.0,3835,2,No,13,3.0,4,3,10,2.0,3,5.0,7,7,7,7.635303886259415
35.0,Yes,Travel_Rarely,459,Research & Development,24,2,Life Sciences,4,Female,73,2,1,Research Scientist,4,Single,4425.0,14753,1,Yes,24,3.0,2,0,1,2.0,2,5.0,0,1,0,8.39502555744203
35.0,No,Travel_Frequently,130,Sales,2,2,Marketing,4,Male,32,3,3,Sales Executive,2,Single,4930.0,20619,7,No,16,3.0,3,0,10,2.0,3,5.0,0,0,0,8.503094267036737
35.0,No,Travel_Rarely,147,Research & Development,4,4,Medical,3,Female,47,2,1,Research Scientist,2,Married,10685.0,13248,6,No,21,4.0,4,0,7,2.0,3,17.0,2,1,1,9.276596167753247
37.2520325203252,Yes,Travel_Rarely,737,Sales,10,3,Medical,4,Male,55,2,3,Sales Executive,1,Married,7880.0,21530,9,No,17,3.0,3,0,15,3.0,3,8.0,12,6,0,8.972083182851925
35.0,No,Travel_Frequently,1439,Research & Development,4,1,Life Sciences,3,Male,54,3,1,Research Scientist,3,Married,4689.757785467128,5182,7,Yes,15,3.0,4,0,8,2.0,3,2.0,4,1,3,8.453136215216944
41.0,No,Travel_Rarely,117,Research & Development,10,1,Medical,3,Male,99,3,4,Manager,1,Married,4721.0,5355,1,Yes,14,3.0,4,0,21,3.0,3,18.0,9,11,10,8.459775920546287
40.0,No,Travel_Rarely,164,Sales,2,2,Medical,2,Male,61,2,3,Sales Executive,3,Married,19833.0,3809,1,No,13,3.0,2,2,10,3.0,3,21.0,9,9,0,9.895102496001687
26.0,No,Travel_Frequently,253,Research & Development,11,3,Medical,1,Male,43,3,1,Research Scientist,2,Married,2544.0,24440,1,No,13,3.0,4,1,2,3.0,3,7.0,1,1,2,7.841492924460013
37.0,No,Travel_Rarely,501,Research & Development,15,2,Medical,2,Female,95,3,2,Healthcare Representative,4,Married,3629.0,21653,0,Yes,13,3.0,1,1,10,6.0,3,3.0,7,8,1,8.19671240721307
32.0,No,Travel_Rarely,721,Research & Development,1,2,Medical,3,Female,58,3,2,Laboratory Technician,4,Single,6516.717073170732,10781,1,No,23,3.0,4,0,12,3.0,3,6.0,8,3,7,8.782126011728899
43.0,Yes,Travel_Rarely,967,Research & Development,16,4,Technical Degree,4,Female,85,1,1,Research Scientist,1,Married,16064.0,14460,1,Yes,23,4.0,2,1,5,2.0,3,17.0,2,3,0,9.684336022491456
37.2520325203252,No,Travel_Rarely,218,Sales,7,3,Technical Degree,2,Female,100,4,2,Sales Executive,4,Married,6020.0,12241,4,No,11,3.0,2,1,10,2.0,2,5.0,7,7,7,8.702842538302868
35.0,No,Travel_Rarely,922,Research & Development,1,5,Medical,1,Male,95,4,4,Research Director,3,Divorced,3506.0,22578,4,No,19,3.0,3,1,10,3.0,3,3.0,1,0,5,8.16223106548118
26.0,No,Travel_Frequently,1404,Sales,1,3,Life Sciences,1,Female,59,2,1,Sales Representative,1,Single,6397.0,11473,4,No,14,3.0,1,0,20,6.0,2,6.0,0,0,0,8.763584409450138
30.0,No,Travel_Rarely,1400,Research & Development,7,3,Life Sciences,4,Male,49,1,3,Manufacturing Director,4,Single,7140.0,21698,4,No,11,3.0,1,0,37,2.0,2,7.0,4,0,2,8.87346805533363
31.0,No,Travel_Rarely,926,Research & Development,21,2,Medical,3,Male,36,3,2,Manufacturing Director,3,Divorced,6020.0,16439,2,No,16,3.0,2,1,11,4.0,3,5.0,3,0,2,8.702842538302868
38.0,No,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,Female,94,2,1,Research Scientist,2,Divorced,3306.0,23737,5,No,12,3.0,4,1,8,5.0,3,5.0,2,1,2,8.10349427838097
40.0,No,Travel_Rarely,168,Sales,4,2,Marketing,4,Male,33,2,5,Manager,2,Married,6516.717073170732,9946,2,No,14,3.0,3,1,26,2.0,3,8.0,4,0,8,8.782126011728899
37.2520325203252,No,Travel_Frequently,188,Research & Development,7,4,Other,2,Male,65,3,1,Research Scientist,4,Single,6020.0,23293,2,No,18,3.0,3,0,8,3.0,3,5.0,2,0,1,8.702842538302868
58.0,No,Non-Travel,430,Sales,7,3,Medical,4,Male,54,3,2,Sales Executive,1,Married,16291.0,17456,0,No,14,4.0,1,2,5,0.0,3,16.0,3,0,3,9.69836808706617
50.0,No,Travel_Rarely,959,Research & Development,1,3,Life Sciences,4,Male,83,2,1,Research Scientist,2,Single,19237.0,11757,1,No,13,3.0,4,0,1,2.0,4,8.0,0,0,0,9.86459078690618
35.0,No,Travel_Rarely,775,Sales,15,3,Life Sciences,4,Male,47,2,2,Sales Executive,4,Married,4689.757785467128,23683,3,No,18,3.0,3,1,7,3.0,3,3.0,2,2,2,8.453136215216944
43.034749034749034,No,Travel_Rarely,566,Research & Development,7,2,Medical,4,Male,75,3,3,Manufacturing Director,3,Divorced,19406.0,24208,6,No,13,3.0,2,1,13,4.0,3,4.0,7,0,7,9.873337575585245
39.0,No,Travel_Rarely,304,Sales,2,3,Other,4,Female,60,3,2,Sales Executive,4,Single,12742.0,18686,1,No,22,3.0,3,0,6,3.0,3,21.0,5,1,4,9.452658902676433
43.0,No,Travel_Rarely,511,Sales,3,2,Life Sciences,4,Male,32,1,2,Sales Executive,4,Single,2089.0,25353,5,No,12,3.0,1,0,6,3.0,3,5.0,2,2,2,7.644440761556566
40.0,No,Travel_Rarely,715,Research & Development,2,3,Life Sciences,3,Male,69,2,4,Manufacturing Director,4,Single,6380.0,21829,3,Yes,13,3.0,1,0,30,2.0,3,6.0,3,4,3,8.760923376338836
31.0,Yes,Travel_Frequently,984,Research & Development,17,2,Life Sciences,4,Male,97,3,1,Laboratory Technician,2,Married,5617.0,3372,1,No,13,3.0,1,1,1,4.0,1,5.0,0,0,0,8.633552992532433
52.0,Yes,Travel_Rarely,1089,Research & Development,7,2,Life Sciences,4,Female,79,3,2,Laboratory Technician,3,Married,3212.0,22845,1,No,18,3.0,1,1,10,3.0,3,2.0,4,1,1,8.074649075066652
37.2520325203252,No,Travel_Rarely,1099,Research & Development,4,4,Medical,1,Male,82,2,1,Laboratory Technician,2,Married,7898.0,8192,8,No,11,3.0,4,0,8,2.0,3,10.0,4,0,2,8.974364841846596
42.0,No,Travel_Frequently,711,Research & Development,5,4,Life Sciences,2,Male,42,3,3,Healthcare Representative,1,Married,6020.0,22792,4,No,12,3.0,3,2,9,4.0,3,5.0,2,0,2,8.702842538302868
42.0,Yes,Non-Travel,1259,Research & Development,2,4,Life Sciences,4,Male,95,3,1,Laboratory Technician,2,Single,2936.0,24852,1,No,12,4.0,1,0,1,1.0,3,6.0,0,0,0,7.984803389734406
46.0,Yes,Travel_Rarely,307,Research & Development,29,2,Medical,3,Female,71,2,1,Laboratory Technician,2,Single,13225.0,11652,0,No,11,3.0,2,0,6,2.0,4,19.0,4,1,4,9.4898642567265
52.0,No,Travel_Rarely,1316,Research & Development,29,3,Medical,3,Male,83,3,1,Research Scientist,4,Single,10445.0,9752,5,No,13,3.0,2,0,9,4.0,2,8.0,5,0,3,9.253878673990666
38.0,No,Travel_Rarely,330,Human Resources,1,3,Life Sciences,3,Male,46,3,1,Human Resources,3,Divorced,11510.0,15428,0,No,21,3.0,1,1,6,2.0,4,11.0,3,1,3,9.350971501715929
49.0,No,Travel_Rarely,986,Research & Development,3,4,Medical,2,Female,93,2,3,Research Director,3,Married,3580.0,21526,1,No,18,3.0,3,0,10,2.0,3,4.0,2,0,7,8.183118079394745
33.0,No,Travel_Rarely,427,Research & Development,8,3,Life Sciences,1,Female,63,4,3,Research Director,1,Married,2622.0,20335,9,No,14,4.0,1,1,10,3.0,3,3.0,7,0,5,7.871692664323645
35.906122448979595,No,Travel_Frequently,390,Research & Development,1,4,Life Sciences,4,Female,32,1,2,Healthcare Representative,3,Divorced,3755.0,17056,2,Yes,13,3.0,4,1,12,3.0,3,8.0,3,1,2,8.230843564198235
45.0,No,Non-Travel,447,Research & Development,2,3,Medical,4,Male,39,4,4,Research Director,2,Single,3633.0,19764,4,No,12,3.0,2,0,35,2.0,2,9.0,8,8,8,8.197814032221203
34.0,No,Travel_Frequently,383,Sales,1,5,Marketing,1,Male,79,3,2,Sales Executive,3,Married,6074.0,9282,7,No,12,4.0,3,1,11,3.0,2,9.0,0,0,0,8.711772645605693
37.2520325203252,No,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,2,Female,82,1,2,Research Scientist,4,Single,6020.0,19368,1,No,13,3.0,2,0,17,6.0,3,4.0,11,11,8,8.702842538302868
35.0,No,Travel_Rarely,995,Research & Development,2,1,Life Sciences,1,Female,87,3,2,Healthcare Representative,4,Divorced,4788.0,24483,1,No,19,3.0,4,1,6,2.0,4,3.0,4,1,3,8.473868066677865
55.0,No,Travel_Rarely,969,Research & Development,2,2,Technical Degree,4,Male,76,4,1,Laboratory Technician,2,Single,6516.717073170732,16620,5,No,11,3.0,3,0,7,2.0,2,7.0,0,0,0,8.782126011728899
32.368,No,Travel_Rarely,1015,Research & Development,5,5,Medical,3,Male,50,1,2,Laboratory Technician,1,Single,3210.0,23447,1,Yes,14,3.0,1,0,10,4.0,3,15.0,7,1,4,8.07402621612406
47.0,No,Travel_Rarely,770,Human Resources,5,3,Life Sciences,3,Female,84,3,4,Manager,2,Divorced,3294.0,17588,1,Yes,11,3.0,2,1,33,3.0,3,3.0,9,0,10,8.099857910737585
32.0,No,Travel_Rarely,170,Research & Development,1,4,Life Sciences,2,Male,78,4,2,Healthcare Representative,1,Married,2439.0,9364,2,No,15,3.0,4,1,10,4.0,3,4.0,0,2,2,7.79934339821592
20.0,No,Travel_Rarely,918,Sales,6,3,Marketing,4,Male,35,3,3,Sales Executive,3,Single,4689.757785467128,15869,1,No,12,3.0,2,0,10,3.0,3,2.0,8,8,7,8.453136215216944
